OID,FID_,X,Y,BCE_Kaipar
113,113,1723122.676981845,6002471.404979381,4.520287848
114,114,1723247.244083852,6002466.311535898,1.098324981
115,115,1707684.452431124,6002673.365710124,1.017023817
116,116,1707844.829704219,6002659.800371611,1.466800024
117,117,1710852.493251075,6002622.202646167,2.166275833
118,118,1710949.524063124,6002621.699171497,1.63059614
119,119,1723134.471999359,6002459.43382987,3.939792431
120,120,1710664.665109862,6002647.734259751,1.232657224
121,121,1710860.452097759,6002612.13565279,2.359238091
122,122,1710965.558709017,6002610.802946716,1.697761919
123,123,1723150.294060559,6002448.225078207,2.183857131
124,124,1707731.232148452,6002641.469273801,0.965763646
125,125,1710650.112871175,6002604.832747181,1.636249991
126,126,1710876.496040137,6002601.966173016,2.099689693
127,127,1712711.988443928,6002588.310894888,1.3391207
128,128,1708172.340305296,6002626.442348045,1.726527783
129,129,1723158.592865569,6002434.533691688,1.717609764
130,130,1708237.343879198,6002631.483070434,1.644749995
131,131,1710884.39175024,6002586.917053632,2.004278812
132,132,1710983.434241838,6002592.663204303,1.725753247
133,133,1712711.839164409,6002558.81680072,0.698909104
134,134,1708190.038544551,6002612.066500829,4.27743834
135,135,1711005.478522839,6002570.431902323,1.786511607
136,136,1707735.132458725,6002601.606665726,1.301999974
137,137,1708237.204840613,6002602.355645501,1.667381353
138,138,1709671.315200121,6002577.294983324,1.91104998
139,139,1710374.586424942,6002564.326675499,1.330933348
140,140,1710425.30322928,6002573.550314355,0.319523742
141,141,1712719.243792636,6002543.712516871,1.175599974
142,142,1723165.549447284,6002407.662203805,1.618812988
143,143,1709638.859151583,6002568.462467636,1.651142851
144,144,1710334.425658677,6002558.669022746,1.55349315
145,145,1710892.722979034,6002570.585867192,1.720750055
146,146,1708088.207074072,6002604.345647628,1.188082677
147,147,1708312.778666431,6002574.290449767,2.602100024
148,148,1709603.575707997,6002558.571508462,1.686954853
149,149,1710352.868621188,6002556.809604586,0.466242871
150,150,1711060.0019436,6002552.953920295,1.892011626
151,151,1708287.321237853,6002585.774743853,1.798443333
152,152,1710398.433468222,6002538.451109334,1.479250031
153,153,1710446.943740311,6002537.83872399,1.458509101
154,154,1711081.776250191,6002529.248390576,2.770907425
155,155,1709638.641049449,6002538.041402823,1.615703709
156,156,1709687.239738314,6002557.507031213,1.758229053
157,157,1711037.144426438,6002524.437467103,2.060500041
158,158,1713155.505828764,6002495.790070756,1.420276609
159,159,1708013.102684095,6002548.299149788,1.233571412
160,160,1708085.867707988,6002547.400317671,0.823745445
161,161,1709624.615330332,6002528.296528353,1.594263365
162,162,1710355.048575077,6002512.175708915,1.402206362
163,163,1710390.171754691,6002498.690926926,1.399357174
164,164,1710943.769222566,6002496.281224726,-9999.0
165,165,1709589.917254313,6002508.775822491,1.534267247
166,166,1709604.906927301,6002514.165359237,1.568496484
167,167,1723141.287184858,6002317.290054952,1.33505886
168,168,1708004.525535493,6002508.540999819,1.255400023
169,169,1708036.865397547,6002508.14162193,1.165596193
170,170,1710972.404269744,6002475.647705841,2.014990928
171,171,1713152.328128504,6002450.051528999,1.463387066
172,172,1707779.377112635,6002501.857806157,0.746137244
173,173,1710278.157186806,6002467.711932133,-0.89969232
174,174,1712744.706736918,6002489.340111817,0.829300009
175,175,1713162.781986013,6002433.160447836,1.404925022
176,176,1710269.809446566,6002458.014217182,-0.813258071
177,177,1710967.762388207,6002461.036230855,1.928590171
178,178,1723116.047068757,6002287.732357467,1.305249996
179,179,1712772.996928809,6002447.768216573,-0.797609021
180,180,1723107.609835094,6002278.27481842,1.259261566
181,181,1723100.019457627,6002268.128793016,1.202888904
182,182,1709536.325975037,6002439.343787576,2.880152328
183,183,1710251.811599371,6002430.315072658,-0.150671053
184,184,1709507.751751916,6002430.579728595,1.487698132
185,185,1709523.921603808,6002430.377272033,1.424581825
186,186,1708011.749170018,6002438.689690404,1.361245624
187,187,1709491.510437951,6002425.073321647,1.562023951
188,188,1709709.374332577,6002453.939214428,1.484828606
189,189,1713194.595270316,6002399.699074726,1.767226373
190,190,1707794.040817856,6002431.330147567,1.40354794
191,191,1709507.332495199,6002410.127266875,1.496537047
192,192,1709754.728364047,6002412.162058971,1.487321826
193,193,1709782.380027311,6002406.47828246,1.499298727
194,194,1710236.045639104,6002400.359217056,1.143189672
195,195,1709873.67528107,6002406.706342083,1.605196122
196,196,1723083.155258324,6002219.058334257,1.153535739
197,197,1709483.475063345,6002406.818262335,1.539511826
198,198,1707801.272634065,6002406.204098646,1.357587494
199,199,1708011.256975095,6002398.831700878,1.476327252
200,200,1709507.288172621,6002385.326155246,1.516902617
201,201,1709515.414688139,6002370.370634031,1.486985902
202,202,1713150.676899623,6002345.444688785,1.557820261
203,203,1723324.323242829,6002185.956933318,0.325385963
204,204,1710234.346541705,6002351.164482931,-0.794363629
205,205,1707941.678077249,6002385.659894488,0.591168842
206,206,1707970.624333055,6002369.2341862,1.576549982
207,207,1707986.794004906,6002369.03456889,1.551600014
208,208,1708043.222204286,6002368.136580963,2.002090866
209,209,1709531.372450645,6002350.284819991,1.343267639
210,210,1712740.820350933,6002319.014835479,-0.902783332
211,211,1708002.84063591,6002358.8704236,3.552600022
212,212,1713144.646801522,6002294.068971195,2.138175416
213,213,1707873.199831126,6002350.705386817,1.431892885
214,214,1708010.802412256,6002348.80609036,4.827924913
215,215,1708059.150634973,6002348.410044528,2.72223208
216,216,1709547.33175347,6002330.200996775,1.452309902
217,217,1709967.478186246,6002352.293028222,1.577097817
218,218,1712991.93419716,6002286.77741972,3.357929782
219,219,1707808.398480408,6002341.538343782,-0.878857128
220,220,1708019.075920861,6002339.213550553,5.592959824
221,221,1710120.817365724,6002312.528952868,1.521113441
222,222,1713144.549567611,6002273.936625925,4.465750039
223,223,1709562.844013069,6002309.575772219,1.480775009
224,224,1713006.978184645,6002265.748949987,1.495412508
225,225,1723089.100724683,6002140.017413252,0.910536172
226,226,1708045.676906535,6002326.8446611,3.200537459
227,227,1713132.228942189,6002259.146650961,2.246593751
228,228,1709570.859612779,6002289.733545607,1.249802634
229,229,1712885.448212351,6002247.385876255,1.865309535
230,230,1707777.496993409,6002300.995845591,1.55579066
231,231,1723097.016943578,6002105.549097845,0.838547947
232,232,1709578.616118523,6002274.593956382,0.837139244
233,233,1709958.333620979,6002264.943857625,1.70536361
234,234,1723104.528220897,6002084.90700662,0.927270442
235,235,1712867.526046978,6002208.489099956,1.46098002
236,236,1713008.141328529,6002206.121622981,1.376850021
237,237,1707855.924307558,6002261.224320856,1.448982115
